3	1.948792922
3.16227766	2.004441321
3.235936569	2.029376186
3.311311215	2.054698385
3.388441561	2.080418531
3.467368505	2.10654721
3.548133892	2.133094998
3.630780548	2.160072473
3.715352291	2.187490225
3.801893963	2.215358875
3.89045145	2.243689082
3.981071706	2.272491555
4.073802778	2.301777066
4.168693835	2.331556462
4.265795188	2.36184067
4.365158322	2.392640711
4.466835922	2.423967711
4.570881896	2.455832906
4.677351413	2.488247654
4.786300923	2.521223446
4.897788194	2.554771908
5.011872336	2.588904816
5.12861384	2.6236341
5.248074602	2.658971854
5.370317964	2.694930345
5.495408739	2.731522016
5.623413252	2.768759501
5.754399373	2.806655625
5.888436554	2.845223415
6.025595861	2.884476108
6.165950019	2.924427159
6.309573445	2.965090242
6.45654229	3.006479265
6.60693448	3.048608373
6.760829754	3.091491957
6.918309709	3.135144657
7.079457844	3.179581375
7.244359601	3.224817279
7.413102413	3.270867808
7.58577575	3.317748684
7.762471166	3.365475916
7.943282347	3.414065807
8.128305162	3.463534964
8.317637711	3.513900303
8.511380382	3.565179057
8.7096359	3.617388783
8.912509381	3.670547371
9.120108394	3.724673051
9.332543008	3.7797844
9.54992586	3.835900352
9.77237221	3.893040202
10	3.95122362
10.23292992	4.010470652
10.47128548	4.070801736
10.71519305	4.132237704
10.96478196	4.194799796
11.22018454	4.258509662
11.48153621	4.323389378
11.74897555	4.389461453
12.02264435	4.456748834
12.30268771	4.525274921
12.58925412	4.595063573
12.88249552	4.66613912
13.18256739	4.73852637
13.48962883	4.812250623
13.80384265	4.887337677
14.12537545	4.963813843
14.45439771	5.04170595
14.79108388	5.121041363
15.13561248	5.201847988
15.48816619	5.284154285
15.84893192	5.367989281
16.21810097	5.45338258
16.59586907	5.540364378
16.98243652	5.62896547
17.37800829	5.719217266
17.7827941	5.811151805
18.19700859	5.904801764
18.62087137	6.000200476
19.05460718	6.097381936
19.498446	6.196380825
19.95262315	6.297232516
20.41737945	6.399973089
20.89296131	6.504639352
21.3796209	6.611268848
21.87761624	6.719899875
22.38721139	6.830571501
22.90867653	6.943323577
23.44228815	7.058196757
23.98832919	7.175232512
24.54708916	7.294473149
25.11886432	7.415961825
25.70395783	7.539742568
26.30267992	7.665860292
26.91534804	7.794360818
27.54228703	7.925290891
28.18382931	8.058698199
28.84031503	8.194631393
29.51209227	8.333140107
30.1995172	8.474274977
30.90295433	8.618087664
31.6227766	8.764630874
32.35936569	8.913958379
33.11311215	9.066125038
33.88441561	9.221186822
34.67368505	9.379200838
35.48133892	9.540225347
36.30780548	9.704319792
37.15352291	9.871544823
38.01893963	10.04196232
38.9045145	10.21563542
39.81071706	10.39262853
40.73802778	10.5730074
41.68693835	10.75683906
42.65795188	10.94419196
43.65158322	11.13513591
44.66835922	11.32974214
45.70881896	11.52808334
46.77351413	11.73023368
47.86300923	11.93626883
48.97788194	12.14626601
50.11872336	12.36030401
51.2861384	12.57846323
52.48074602	12.80082571
53.70317964	13.02747516
54.95408739	13.25849699
56.23413252	13.49397837
57.54399373	13.73400825
58.88436554	13.97867737
60.25595861	14.22807837
61.65950019	14.48230573
63.09573445	14.74145592
64.5654229	15.00562733
66.0693448	15.27492039
67.60829754	15.5494376
69.18309709	15.82928352
70.79457844	16.11456488
72.44359601	16.40539059
74.13102413	16.70187179
75.8577575	17.00412191
77.62471166	17.31225668
79.43282347	17.62639424
81.28305162	17.94665512
83.17637711	18.27316234
85.11380382	18.60604146
87.096359	18.94542059
89.12509381	19.29143049
91.20108394	19.64420461
93.32543008	20.00387914
95.4992586	20.37059307
97.7237221	20.74448824
100	21.12570943
102.3292992	21.51440438
104.7128548	21.91072388
107.1519305	22.31482183
109.6478196	22.7268553
112.2018454	23.14698459
114.8153621	23.57537332
117.4897555	24.01218846
120.2264435	24.45760045
123.0268771	24.91178322
125.8925412	25.37491432
128.8249552	25.84717495
131.8256739	26.32875005
134.8962883	26.81982838
138.0384265	27.32060261
141.2537545	27.83126938
144.5439771	28.35202941
147.9108388	28.88308757
151.3561248	29.42465294
154.8816619	29.97693897
158.4893192	30.54016351
162.1810097	31.1145489
165.9586907	31.70032211
169.8243652	32.29771481
173.7800829	32.90696346
177.827941	33.52830944
181.9700859	34.1619991
186.2087137	34.80828394
190.5460718	35.46742065
194.98446	36.13967126
199.5262315	36.82530323
204.1737945	37.52458957
208.9296131	38.23780898
213.796209	38.96524593
218.7761624	39.7071908
223.8721139	40.46394003
229.0867653	41.23579618
234.4228815	42.02306815
239.8832919	42.82607122
245.4708916	43.64512727
251.1886432	44.48056485
257.0395783	45.33271936
263.0267992	46.20193318
269.1534804	47.08855583
275.4228703	47.9929441
281.8382931	48.91546221
288.4031503	49.856482
295.1209227	50.81638303
301.995172	51.79555279
309.0295433	52.79438685
316.227766	53.81328903
323.5936569	54.85267159
331.1311215	55.91295537
338.8441561	56.99457002
346.7368505	58.09795416
354.8133892	59.22355556
363.0780548	60.37183136
371.5352291	61.54324825
